status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-03
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-03
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-03
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-03
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-03
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-03
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-03
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-04
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-04
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-04
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-04
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-04
Ready,Hospital,Los Angeles,32.0,0,,2020-06-04
Ready,Federal Medical Station,Imperial,125.0,5,,2020-06-04
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-04
Ready,Arena,Sacramento,68.0,0,,2020-06-04
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-04
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-04
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-04
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-04
Ready,Alternative Care Facility,Tulare,71.0,1,,2020-06-04
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-04
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-04
Ready,Hospital,San Mateo,120.0,8,,2020-06-04
Ready,Alternative Care Facility,Orange,250.0,12,,2020-06-04
Ready,Alternative Care Facility,Orange,250.0,12,,2020-06-05
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-05
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-05
Ready,Hospital,Los Angeles,32.0,0,,2020-06-05
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-05
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-05
Ready,Federal Medical Station,Imperial,125.0,3,,2020-06-05
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-05
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-05
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-05
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-05
Ready,Hospital,San Mateo,120.0,7,,2020-06-05
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-05
Ready,Alternative Care Facility,Tulare,71.0,1,,2020-06-05
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-05
Ready,Arena,Sacramento,68.0,0,,2020-06-05
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-05
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-05
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-06
Ready,Alternative Care Facility,Orange,250.0,12,,2020-06-06
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-06
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-06
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-06
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-06
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-06
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-06
Ready,Arena,Sacramento,68.0,0,,2020-06-06
Ready,Alternative Care Facility,Tulare,71.0,1,,2020-06-06
Ready,Hospital,Los Angeles,32.0,0,,2020-06-06
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-06
Ready,Federal Medical Station,Imperial,125.0,7,,2020-06-06
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-06
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-06
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-06
Ready,Hospital,San Mateo,120.0,7,,2020-06-06
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-06
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-07
Ready,Federal Medical Station,Imperial,125.0,7,,2020-06-07
Ready,Hospital,San Mateo,120.0,7,,2020-06-07
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-07
Ready,Alternative Care Facility,Orange,250.0,12,,2020-06-07
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-07
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-07
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-07
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-07
Ready,Alternative Care Facility,Tulare,71.0,1,,2020-06-07
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-07
Ready,Hospital,Los Angeles,32.0,0,,2020-06-07
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-07
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-07
Ready,Arena,Sacramento,68.0,0,,2020-06-07
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-07
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-07
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-07
Ready,Arena,Sacramento,68.0,0,,2020-06-08
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-08
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-08
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-08
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-08
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-08
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-08
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-08
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-08
Ready,Hospital,Los Angeles,32.0,0,,2020-06-08
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-08
Ready,Federal Medical Station,Imperial,125.0,11,,2020-06-08
Ready,Hospital,San Mateo,120.0,6,,2020-06-08
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-08
Ready,Alternative Care Facility,Orange,250.0,10,,2020-06-08
Ready,Alternative Care Facility,Tulare,71.0,1,,2020-06-08
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-08
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-08
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-09
Ready,Alternative Care Facility,Orange,250.0,12,,2020-06-09
Ready,Federal Medical Station,Imperial,125.0,11,,2020-06-09
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-09
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-09
Ready,Arena,Sacramento,68.0,1,,2020-06-09
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-09
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-09
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-09
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-09
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-09
Ready,Alternative Care Facility,Tulare,71.0,1,,2020-06-09
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-09
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-09
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-09
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-09
Ready,Hospital,San Mateo,120.0,7,,2020-06-09
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-10
Ready,Federal Medical Station,Imperial,125.0,17,,2020-06-10
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-10
Ready,Hospital,San Mateo,120.0,7,,2020-06-10
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-10
Ready,Arena,Sacramento,68.0,2,,2020-06-10
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-10
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-10
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-10
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-10
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-10
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-10
Ready,Alternative Care Facility,Tulare,71.0,1,,2020-06-10
Ready,Alternative Care Facility,Orange,250.0,11,,2020-06-10
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-10
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-10
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-10
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-11
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-11
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-11
Ready,Arena,Sacramento,68.0,1,,2020-06-11
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-11
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-11
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-11
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-11
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-11
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-11
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-11
Ready,Federal Medical Station,Imperial,125.0,15,,2020-06-11
Ready,Alternative Care Facility,Orange,250.0,10,,2020-06-11
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-11
Ready,Hospital,San Mateo,120.0,7,,2020-06-11
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-11
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-11
Ready,Alternative Care Facility,Orange,250.0,10,,2020-06-12
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-12
Ready,Arena,Sacramento,68.0,1,,2020-06-12
Ready,Hospital,San Mateo,120.0,5,,2020-06-12
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-12
Ready,Federal Medical Station,Imperial,125.0,12,,2020-06-12
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-12
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-12
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-12
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-12
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-12
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-12
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-12
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-12
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-12
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-12
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-12
Ready,Hospital,San Mateo,120.0,6,,2020-06-13
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-13
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-13
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-13
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-13
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-13
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-13
Ready,Arena,Sacramento,68.0,0,,2020-06-13
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-13
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-13
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-13
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-13
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-13
Ready,Federal Medical Station,Imperial,125.0,9,,2020-06-13
Ready,Alternative Care Facility,Orange,250.0,10,,2020-06-13
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-13
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-13
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-14
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-14
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-14
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-14
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-14
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-14
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-14
Ready,Hospital,San Mateo,120.0,5,,2020-06-14
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-14
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-14
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-14
Ready,Arena,Sacramento,68.0,0,,2020-06-14
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-14
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-14
Ready,Federal Medical Station,Imperial,125.0,12,,2020-06-14
Ready,Alternative Care Facility,Orange,250.0,10,,2020-06-14
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-14
Ready,Hospital,San Mateo,120.0,3,,2020-06-15
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-15
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-15
Ready,Federal Medical Station,Imperial,125.0,12,,2020-06-15
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-15
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-15
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-15
Ready,Alternative Care Facility,Orange,250.0,10,,2020-06-15
Ready,Arena,Sacramento,68.0,0,,2020-06-15
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-15
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-15
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-15
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-15
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-15
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-15
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-15
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-15
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-16
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-16
Ready,Hospital,San Mateo,120.0,3,,2020-06-16
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-16
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-16
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-16
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-16
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-16
Ready,Arena,Sacramento,68.0,0,,2020-06-16
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-16
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-16
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-16
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-16
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-16
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-16
Ready,Alternative Care Facility,Orange,250.0,9,,2020-06-16
Ready,Federal Medical Station,Imperial,125.0,10,,2020-06-16
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-17
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-17
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-17
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-17
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-17
Ready,Arena,Sacramento,68.0,0,,2020-06-17
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-17
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-17
Ready,Federal Medical Station,Imperial,125.0,9,,2020-06-17
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-17
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-17
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-17
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-17
Ready,Hospital,San Mateo,120.0,3,,2020-06-17
Ready,Alternative Care Facility,Orange,250.0,7,,2020-06-17
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-17
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-17
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-18
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-18
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-18
Ready,Hospital,San Mateo,120.0,2,,2020-06-18
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-18
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-18
Ready,Arena,Sacramento,68.0,0,,2020-06-18
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-18
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-18
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-18
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-18
Ready,Federal Medical Station,Imperial,125.0,9,,2020-06-18
Ready,Alternative Care Facility,Orange,250.0,6,,2020-06-18
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-18
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-18
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-18
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-18
Ready,Arena,Sacramento,68.0,0,,2020-06-19
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-19
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-19
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-19
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-19
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-19
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-19
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-19
Ready,Hospital,San Mateo,120.0,2,,2020-06-19
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-19
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-19
Ready,Alternative Care Facility,Orange,250.0,5,,2020-06-19
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-19
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-19
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-19
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-19
Ready,Federal Medical Station,Imperial,125.0,10,,2020-06-19
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-20
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-20
Ready,Alternative Care Facility,Orange,250.0,3,,2020-06-20
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-20
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-20
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-20
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-20
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-20
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-20
Ready,Hospital,San Mateo,120.0,2,,2020-06-20
Ready,Federal Medical Station,Imperial,125.0,8,,2020-06-20
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-20
Ready,Arena,Sacramento,68.0,0,,2020-06-20
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-20
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-20
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-20
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-20
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-21
Ready,Federal Medical Station,Imperial,125.0,12,,2020-06-21
Ready,Arena,Sacramento,68.0,0,,2020-06-21
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-21
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-21
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-21
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-21
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-21
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-21
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-21
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-21
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-21
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-21
Ready,Hospital,San Mateo,120.0,3,,2020-06-21
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-21
Ready,Alternative Care Facility,Orange,250.0,1,,2020-06-21
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-21
Ready,Alternative Care Facility,Orange,250.0,1,,2020-06-22
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-22
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-22
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-22
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-22
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-22
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-22
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-22
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-22
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-22
Ready,Federal Medical Station,Imperial,125.0,10,,2020-06-22
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-22
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-22
Ready,Hospital,San Mateo,120.0,5,,2020-06-22
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-22
Ready,Arena,Sacramento,68.0,0,,2020-06-22
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-22
Ready,Alternative Care Facility,Orange,250.0,1,,2020-06-23
Ready,Arena,Sacramento,68.0,0,,2020-06-23
Ready,Hospital,San Mateo,120.0,4,,2020-06-23
Ready,Alternative Care Facility,Tulare,71.0,0,,2020-06-23
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-23
Ready,Federal Medical Station,Fresno,125.0,0,,2020-06-23
Ready,Federal Medical Station,Los Angeles,175.0,0,,2020-06-23
WARM Status,Federal Medical Station,San Mateo,0.0,0,,2020-06-23
Ready,Federal Medical Station,Contra Costa,250.0,0,,2020-06-23
Ready,Federal Medical Station,Imperial,125.0,12,,2020-06-23
Ready,Federal Medical Station,Riverside,125.0,0,,2020-06-23
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-23
WARM Status,Federal Medical Station,Riverside,0.0,0,,2020-06-23
WARM Status,Alternative Care Facility,Orange,0.0,9,,2020-06-23
Ready,Federal Medical Station,San Diego,200.0,0,,2020-06-23
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-23
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-23
Ready,Federal Medical Station,Imperial,108.0,17,0.0,2020-06-24
WARM Status,Federal Medical Station,Santa Clara,0.0,0,,2020-06-24
Ready,Federal Medical Station,Los Angeles,175.0,0,175.0,2020-06-24
Ready,Federal Medical Station,Fresno,125.0,0,175.0,2020-06-24
WARM Status,Alternative Care Facility,Orange,-9.0,9,0.0,2020-06-24
Ready,Alternative Care Facility,Orange,249.0,1,250.0,2020-06-24
Ready,Hospital,San Mateo,116.0,4,0.0,2020-06-24
WARM Status,Skilled Nursing Facility,Tulare,0.0,0,,2020-06-24
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-24
Ready,Arena,Sacramento,68.0,0,276.0,2020-06-24
WARM Status,Federal Medical Station,Butte,0.0,0,,2020-06-24
Ready,Federal Medical Station,Riverside,125.0,0,125.0,2020-06-24
Ready,Alternative Care Facility,Tulare,71.0,0,71.0,2020-06-24
Ready,Federal Medical Station,San Diego,200.0,0,200.0,2020-06-24
WARM Status,Federal Medical Station,Riverside,0.0,0,125.0,2020-06-24
Ready,Federal Medical Station,Contra Costa,250.0,0,250.0,2020-06-24
WARM Status,Federal Medical Station,Shasta,0.0,0,,2020-06-24
WARM Status,Alternative Care Facility,Tulare,,0,71.0,2020-06-25
WARM Status,Federal Medical Station,San Mateo,,0,250.0,2020-06-25
WARM Status,Federal Medical Station,Los Angeles,,0,175.0,2020-06-25
WARM Status,Federal Medical Station,Fresno,,0,175.0,2020-06-25
WARM Status,Arena,Sacramento,,0,276.0,2020-06-25
WARM Status,Federal Medical Station,San Diego,,0,200.0,2020-06-25
Ready,Federal Medical Station,Imperial,,17,0.0,2020-06-25
WARM Status,Federal Medical Station,San Francisco,,0,0.0,2020-06-25
Ready,Alternative Care Facility,Orange,,1,185.0,2020-06-25
WARM Status,Federal Medical Station,Riverside,,0,250.0,2020-06-25
WrapAround,Skilled Nursing Facility,Tulare,,0,0.0,2020-06-25
WARM Status,Federal Medical Station,Contra Costa,,0,250.0,2020-06-25
Ready,Hospital,San Mateo,,2,0.0,2020-06-25
Ready,Federal Medical Station,Imperial,108.0,17,0.0,2020-06-26
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-06-26
Ready,Alternative Care Facility,Orange,60.0,0,185.0,2020-06-26
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-26
Ready,Hospital,San Mateo,108.0,12,0.0,2020-06-26
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-06-26
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-26
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-06-26
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-06-26
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-06-26
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-06-26
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-06-26
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-06-26
Ready,Alternative Care Facility,Orange,60.0,0,185.0,2020-06-27
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-27
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-06-27
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-06-27
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-06-27
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-06-27
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-06-27
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-06-27
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-27
Ready,Hospital,San Mateo,116.0,4,0.0,2020-06-27
WARM Status,Federal Medical Station,San Francisco,0.0,0,0.0,2020-06-27
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-06-27
Ready,Federal Medical Station,Imperial,109.0,16,0.0,2020-06-27
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-06-28
WrapAround,Skilled Nursing Facility,Tulare,0.0,0,0.0,2020-06-28
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-06-28
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-06-28
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-06-28
WARM Status,Alternative Care Facility,Tulare,0.0,0,71.0,2020-06-28
Ready,Alternative Care Facility,Orange,59.0,1,185.0,2020-06-28
Ready,Hospital,San Mateo,113.0,7,0.0,2020-06-28
Ready,Federal Medical Station,Imperial,113.0,12,0.0,2020-06-28
